episode_id,case,policy,seed,verify_used,corrected,success,irreversible_failure,verification_cost,net_reward,realized_reward,public_risk_label,public_risk_score,branch_harm_exact,reward_wrong_continuation,reward_corrected_continuation,reversibility,coupling_strength,mode,final_action,policy_score,p_score,harm_score,p_times_H_score,downstream_dependency_count,rollback_difficulty,persistent_state_risk,estimated_harm_score,downstream_failure_penalty,harm_profile,uncertainty_threshold,harm_threshold,random_verify_prob,notes
revision_prm_cal_missing_verified_s22,dependency_sensitive,always_verify,22,1,1,1,0,0.5,9.2,9.2,low,0.321,3.5999999999999996,5.6,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.321,0.5975,0.1917975,3,0.25,1,0.5975,9.17,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s23,dependency_sensitive,no_verify,23,0,0,0,1,0.0,-22.07,-22.07,medium,0.555,31.27,-22.07,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.555,0.7725,0.4287375,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s24,dependency_sensitive,always_verify,24,1,0,1,0,0.5,9.2,9.2,medium,0.418,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.418,0.345,0.14420999999999998,1,0.5,0,0.345,6.14,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s25,dependency_sensitive,always_verify,25,1,0,1,0,0.5,9.2,9.2,low,0.222,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.222,0.52,0.11544,1,1.0,0,0.52,8.24,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s29,dependency_sensitive,always_verify,29,1,0,1,0,0.5,9.2,9.2,medium,0.402,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.402,0.485,0.19497,3,0.5,0,0.485,7.82,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s30,dependency_sensitive,always_verify,30,1,1,1,0,0.5,9.2,9.2,low,0.291,26.14,-16.94,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.291,0.345,0.10039499999999998,1,0.5,0,0.345,6.14,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s31,dependency_sensitive,always_verify,31,1,0,1,0,0.5,9.2,9.2,low,0.272,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.272,0.52,0.14144,1,1.0,0,0.52,8.24,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s33,dependency_sensitive,no_verify,33,0,0,1,0,0.0,9.2,9.2,medium,0.62,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.62,0.7725,0.47895,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s34,dependency_sensitive,no_verify,34,0,0,0,1,0.0,-22.28,-22.28,high,0.714,31.48,-22.28,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.714,0.79,0.56406,2,1.0,1,0.79,11.48,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s37,dependency_sensitive,always_verify,37,1,1,1,0,0.5,9.2,9.2,low,0.332,3.5999999999999996,5.6,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.332,0.545,0.18094000000000002,1,0.5,1,0.545,8.54,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s38,dependency_sensitive,always_verify,38,1,0,1,0,0.5,9.2,9.2,low,0.374,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.374,0.485,0.18139,3,0.5,0,0.485,7.82,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s40,dependency_sensitive,no_verify,40,0,0,1,0,0.0,9.2,9.2,medium,0.488,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.488,0.825,0.40259999999999996,5,0.5,1,0.825,11.9,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s42,dependency_sensitive,always_verify,42,1,1,1,0,0.5,9.2,9.2,low,0.224,26.14,-16.94,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.224,0.345,0.07728,1,0.5,0,0.345,6.14,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s43,dependency_sensitive,always_verify,43,1,1,1,0,0.5,9.2,9.2,low,0.325,29.59,-20.39,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.325,0.6325,0.20556249999999998,1,0.75,1,0.6325,9.59,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s44,dependency_sensitive,always_verify,44,1,0,1,0,0.5,9.2,9.2,medium,0.423,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.423,0.5725,0.2421675,3,0.75,0,0.5725,8.87,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s46,dependency_sensitive,no_verify,46,0,0,1,0,0.0,9.2,9.2,medium,0.497,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.497,1.0,0.497,8,1.0,0,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s48,dependency_sensitive,no_verify,48,0,0,1,0,0.0,9.2,9.2,medium,0.558,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.558,0.685,0.38223000000000007,3,0.5,1,0.685,10.22,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s50,dependency_sensitive,always_verify,50,1,0,1,0,0.5,9.2,9.2,low,0.256,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.256,0.415,0.10624,2,0.5,0,0.415,6.98,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s51,dependency_sensitive,always_verify,51,1,1,1,0,0.5,9.2,9.2,low,0.348,29.38,-20.18,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.348,0.615,0.21402,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s54,dependency_sensitive,no_verify,54,0,0,1,0,0.0,9.2,9.2,medium,0.57,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.57,0.7125,0.40612499999999996,5,0.75,0,0.7125,10.55,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s56,dependency_sensitive,always_verify,56,1,0,1,0,0.5,9.2,9.2,low,0.332,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.332,0.615,0.20418,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s57,dependency_sensitive,no_verify,57,0,0,1,0,0.0,9.2,9.2,high,0.747,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.747,0.7375,0.5509125,5,0.25,1,0.7375,10.85,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s58,dependency_sensitive,no_verify,58,0,0,0,1,0.0,-20.72,-20.72,medium,0.697,29.919999999999998,-20.72,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.697,0.66,0.46002,3,1.0,0,0.66,9.92,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s63,dependency_sensitive,no_verify,63,0,0,1,0,0.0,9.2,9.2,high,0.722,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.722,0.7725,0.5577449999999999,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s68,dependency_sensitive,no_verify,68,0,0,0,1,0.0,-22.07,-22.07,medium,0.562,31.27,-22.07,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.562,0.7725,0.434145,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s69,dependency_sensitive,no_verify,69,0,0,0,1,0.0,-23.12,-23.12,medium,0.659,32.32,-23.12,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.659,0.86,0.56674,3,1.0,1,0.86,12.32,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s70,dependency_sensitive,always_verify,70,1,0,1,0,0.5,9.2,9.2,low,0.278,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.278,0.5975,0.16610500000000003,3,0.25,1,0.5975,9.17,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s72,dependency_sensitive,always_verify,72,1,1,1,0,0.5,9.2,9.2,medium,0.403,3.5999999999999996,5.6,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.403,0.615,0.247845,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s77,dependency_sensitive,no_verify,77,0,0,1,0,0.0,9.2,9.2,medium,0.559,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.559,0.7475,0.41785250000000007,8,0.25,0,0.7475,10.97,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s78,dependency_sensitive,no_verify,78,0,0,1,0,0.0,9.2,9.2,medium,0.525,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.525,0.72,0.378,1,1.0,1,0.72,10.64,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s79,dependency_sensitive,always_verify,79,1,1,1,0,0.5,9.2,9.2,low,0.244,3.5999999999999996,5.6,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.244,0.615,0.15006,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s82,dependency_sensitive,no_verify,82,0,0,1,0,0.0,9.2,9.2,medium,0.666,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.666,0.9125,0.6077250000000001,5,0.75,1,0.9125,12.95,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s83,dependency_sensitive,no_verify,83,0,0,1,0,0.0,9.2,9.2,high,0.713,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.713,0.9125,0.6506124999999999,5,0.75,1,0.9125,12.95,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s86,dependency_sensitive,always_verify,86,1,1,1,0,0.5,9.2,9.2,low,0.242,29.38,-20.18,9.2,partially_reversible,strong,verify_then_decide,safe_edit,1.0,0.242,0.615,0.14883,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s94,dependency_sensitive,no_verify,94,0,0,1,0,0.0,9.2,9.2,medium,0.639,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.639,0.66,0.42174,3,1.0,0,0.66,9.92,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s97,dependency_sensitive,no_verify,97,0,0,0,1,0.0,-24.8,-24.8,medium,0.572,34.0,-24.8,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.572,1.0,0.572,5,1.0,1,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s100,dependency_sensitive,always_verify,100,1,0,1,0,0.5,9.2,9.2,low,0.232,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.232,0.6325,0.14674,1,0.75,1,0.6325,9.59,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s101,dependency_sensitive,no_verify,101,0,0,1,0,0.0,9.2,9.2,medium,0.565,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.565,1.0,0.565,8,1.0,1,1.0,14.0,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s102,dependency_sensitive,no_verify,102,0,0,0,1,0.0,-21.020000000000003,-21.020000000000003,medium,0.565,30.220000000000002,-21.020000000000003,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.565,0.685,0.387025,3,0.5,1,0.685,10.22,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s104,dependency_sensitive,no_verify,104,0,0,0,1,0.0,-21.44,-21.44,high,0.758,30.64,-21.44,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.758,0.72,0.54576,1,1.0,1,0.72,10.64,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s105,dependency_sensitive,always_verify,105,1,0,1,0,0.5,9.2,9.2,low,0.277,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.277,0.52,0.14404000000000003,1,1.0,0,0.52,8.24,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s107,dependency_sensitive,always_verify,107,1,0,1,0,0.5,9.2,9.2,low,0.241,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.241,0.415,0.10001499999999999,2,0.5,0,0.415,6.98,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s108,dependency_sensitive,no_verify,108,0,0,1,0,0.0,5.6,5.6,medium,0.548,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.548,0.7125,0.39045,5,0.75,0,0.7125,10.55,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s109,dependency_sensitive,no_verify,109,0,0,1,0,0.0,9.2,9.2,medium,0.688,0.0,9.2,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.688,0.7475,0.51428,8,0.25,0,0.7475,10.97,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s111,dependency_sensitive,always_verify,111,1,0,1,0,0.5,9.2,9.2,medium,0.409,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.409,0.5025,0.20552249999999997,2,0.75,0,0.5025,8.03,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_unverified_s112,dependency_sensitive,no_verify,112,0,0,1,0,0.0,5.6,5.6,medium,0.696,3.5999999999999996,5.6,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.696,0.7725,0.5376599999999999,3,0.75,1,0.7725,11.27,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_unverified_s114,dependency_sensitive,no_verify,114,0,0,0,1,0.0,-21.44,-21.44,medium,0.562,30.64,-21.44,9.2,partially_reversible,strong,direct,risky_patch,0.0,0.562,0.72,0.40464,1,1.0,1,0.72,10.64,dependency_structural,0.6,0.45,0.5,Never verify.
revision_prm_cal_missing_verified_s116,dependency_sensitive,always_verify,116,1,0,1,0,0.5,9.2,9.2,medium,0.43,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.43,0.4575,0.196725,1,0.25,1,0.4575,7.49,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s118,dependency_sensitive,always_verify,118,1,0,1,0,0.5,9.2,9.2,low,0.398,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.398,0.615,0.24477000000000002,2,0.5,1,0.615,9.38,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
revision_prm_cal_missing_verified_s119,dependency_sensitive,always_verify,119,1,0,1,0,0.5,9.2,9.2,low,0.391,0.0,9.2,9.2,partially_reversible,strong,verify_then_decide,risky_patch,1.0,0.391,0.5375,0.2101625,5,0.25,0,0.5375,8.45,dependency_structural,0.6,0.45,0.5,Always verify before finalizing.
